timestamp,length,src_mac,dst_mac,src_ip,dst_ip,protocol,src_port,dst_port,ttl,tcp_flags,has_payload,datetime,encryption_flag,enc_protocol,tls_version,cipher_suite,key_exchange,enc_strength,protocol_enc,enc_flag_enc,flags_enc,src_port_norm,dst_port_norm,ttl_norm,anomaly_pred,anomaly_score,anomaly_label
1700000005.534426,878,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.20,1.1.1.1,VPN,12166,1194,64,PA,True,2023-11-14 22:13:25.534425974,Encrypted,VPN,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,6,0,1,12166,1194,64,-1,-0.020780855074606808,Anomaly
1700000002.255937,539,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.20,1.1.1.1,FTP,41730,21,64,PA,True,2023-11-14 22:13:22.255937099,Unencrypted,FTP,,,,,1,1,1,41730,21,64,1,0.053002077892795985,Normal
1700000007.507523,1137,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.30,172.217.0.0,FTP,47276,21,64,PA,True,2023-11-14 22:13:27.507523060,Unencrypted,FTP,,,,,1,1,1,47276,21,64,1,0.0441040166765887,Normal
1700000007.350488,1472,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.20,172.217.0.0,TLS,51971,443,64,PA,True,2023-11-14 22:13:27.350487947,Encrypted,TLS,TLS 1.3,TLS_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,51971,443,64,1,0.10217466166588718,Normal
1700000003.078303,444,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.20,8.8.8.8,FTP,57310,21,64,PA,True,2023-11-14 22:13:23.078303099,Unencrypted,FTP,,,,,1,1,1,57310,21,64,1,0.021456554747672052,Normal
1700000003.206512,821,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.20,93.184.216.34,VPN,64069,1194,64,PA,True,2023-11-14 22:13:23.206511974,Encrypted,VPN,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,6,0,1,64069,1194,64,-1,-0.036504960166221956,Anomaly
1700000004.82826,70,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.10,1.1.1.1,DNS,16656,53,64,,True,2023-11-14 22:13:24.828259945,Unencrypted,DNS,,,,,0,1,0,16656,53,64,1,0.08863153823873637,Normal
1700000001.656963,973,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.20,172.217.0.0,HTTP,45290,80,64,PA,True,2023-11-14 22:13:21.656963110,Unencrypted,HTTP,,,,,2,1,1,45290,80,64,1,0.14043823881534767,Normal
1700000010.876532,633,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.11,151.101.1.140,FTP,57214,21,64,PA,True,2023-11-14 22:13:30.876532078,Unencrypted,FTP,,,,,1,1,1,57214,21,64,1,0.02918879001958763,Normal
1700000006.768205,432,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.20,1.1.1.1,HTTP,45913,80,64,PA,True,2023-11-14 22:13:26.768204927,Unencrypted,HTTP,,,,,2,1,1,45913,80,64,1,0.1312493377398407,Normal
1700000005.151818,1231,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.10,8.8.8.8,TLS,16492,443,64,PA,True,2023-11-14 22:13:25.151818037,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,16492,443,64,1,0.17671432017291544,Normal
1700000008.844679,1345,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,10.0.0.5,151.101.1.140,VPN,2455,1194,64,PA,True,2023-11-14 22:13:28.844679117,Encrypted,VPN,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,ECDHE,STRONG,6,0,1,2455,1194,64,-1,-0.05377807294263304,Anomaly
1700000012.412214,1149,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.30,172.217.0.0,TLS,54714,443,64,PA,True,2023-11-14 22:13:32.412214041,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,54714,443,64,1,0.15048695704292364,Normal
1700000012.425952,706,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,10.0.0.5,8.8.8.8,SSH,22905,22,64,PA,True,2023-11-14 22:13:32.425951958,Encrypted,SSH,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,4,0,1,22905,22,64,1,0.09015398869056723,Normal
1700000003.136758,54,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.11,151.101.1.140,TLS,7699,443,64,PA,False,2023-11-14 22:13:23.136758089,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,7699,443,64,1,0.10931612674623947,Normal
1700000002.579629,339,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.30,93.184.216.34,TLS,6995,443,64,PA,True,2023-11-14 22:13:22.579628944,Encrypted,TLS,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,ECDHE,STRONG,5,0,1,6995,443,64,1,0.15146323565259245,Normal
1700000002.481082,70,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,10.0.0.5,151.101.1.140,DNS,26140,53,64,,True,2023-11-14 22:13:22.481081963,Unencrypted,DNS,,,,,0,1,0,26140,53,64,1,0.10082411631904431,Normal
1700000011.043555,333,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,10.0.0.5,1.1.1.1,HTTP,38866,80,64,PA,True,2023-11-14 22:13:31.043555021,Unencrypted,HTTP,,,,,2,1,1,38866,80,64,1,0.11801173140863686,Normal
1700000013.241142,70,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.30,93.184.216.34,DNS,9859,53,64,,True,2023-11-14 22:13:33.241142035,Unencrypted,DNS,,,,,0,1,0,9859,53,64,1,0.11214451104980738,Normal
1700000004.469948,1100,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.30,1.1.1.1,FTP,56438,21,64,PA,True,2023-11-14 22:13:24.469948053,Unencrypted,FTP,,,,,1,1,1,56438,21,64,1,0.02597033104228741,Normal
1700000012.88626,197,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.11,93.184.216.34,TLS,59618,443,64,PA,True,2023-11-14 22:13:32.886260033,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,59618,443,64,1,0.12123026553698435,Normal
1700000005.875723,1113,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,10.0.0.5,93.184.216.34,ICMP,0,0,64,,True,2023-11-14 22:13:25.875722885,Unencrypted,ICMP,,,,,3,1,0,0,0,64,1,0.05230981063519491,Normal
1700000007.26774,1399,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.10,151.101.1.140,TLS,22807,443,64,PA,True,2023-11-14 22:13:27.267740011,Encrypted,TLS,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,ECDHE,STRONG,5,0,1,22807,443,64,1,0.15231028309690015,Normal
1700000016.590121,191,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.30,8.8.8.8,FTP,9465,21,64,PA,True,2023-11-14 22:13:36.590121031,Unencrypted,FTP,,,,,1,1,1,9465,21,64,1,0.03950199523575437,Normal
1700000017.928837,485,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.10,172.217.0.0,TLS,25120,443,64,PA,True,2023-11-14 22:13:37.928837061,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,25120,443,64,1,0.181544132766719,Normal
1700000003.903634,70,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,10.0.0.5,1.1.1.1,DNS,8874,53,64,,True,2023-11-14 22:13:23.903634071,Unencrypted,DNS,,,,,0,1,0,8874,53,64,1,0.11297839640924767,Normal
1700000007.292793,650,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.11,172.217.0.0,TLS,12295,443,64,PA,True,2023-11-14 22:13:27.292793036,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,12295,443,64,1,0.1738423610038774,Normal
1700000006.385366,771,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.11,1.1.1.1,FTP,12315,21,64,PA,True,2023-11-14 22:13:26.385365963,Unencrypted,FTP,,,,,1,1,1,12315,21,64,1,0.0578554404769106,Normal
1700000003.209078,1300,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.10,8.8.8.8,TLS,3420,443,64,PA,True,2023-11-14 22:13:23.209078074,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,3420,443,64,1,0.12099060037640347,Normal
1700000008.711312,1083,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.30,1.1.1.1,TLS,34946,443,64,PA,True,2023-11-14 22:13:28.711312056,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,34946,443,64,1,0.1766720620659442,Normal
1700000003.318792,70,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.30,93.184.216.34,DNS,15601,53,64,,True,2023-11-14 22:13:23.318792105,Unencrypted,DNS,,,,,0,1,0,15601,53,64,1,0.0941661760449446,Normal
1700000009.875361,1449,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.10,172.217.0.0,SSH,61169,22,64,PA,True,2023-11-14 22:13:29.875360966,Encrypted,SSH,TLS 1.3,TLS_AES_128_GCM_SHA256,ECDHE,STRONG,4,0,1,61169,22,64,1,0.001788880904619372,Normal
1700000015.845698,70,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.30,172.217.0.0,DNS,4086,53,64,,True,2023-11-14 22:13:35.845698118,Unencrypted,DNS,,,,,0,1,0,4086,53,64,1,0.07712552560378783,Normal
1700000018.546262,246,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.20,8.8.8.8,TLS,40822,443,64,PA,True,2023-11-14 22:13:38.546262026,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,40822,443,64,1,0.16048557789706136,Normal
1700000002.393232,1340,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.10,1.1.1.1,TLS,18256,443,64,PA,True,2023-11-14 22:13:22.393232107,Encrypted,TLS,TLS 1.0,TLS_RSA_WITH_DES_CBC_SHA,RSA,WEAK,5,0,1,18256,443,64,1,0.15630831698847003,Normal
1700000025.85723,454,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.11,8.8.8.8,HTTP,4382,80,64,PA,True,2023-11-14 22:13:45.857229948,Unencrypted,HTTP,,,,,2,1,1,4382,80,64,1,0.08604877784191123,Normal
1700000000.591685,1156,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.10,1.1.1.1,TLS,64544,443,64,PA,True,2023-11-14 22:13:20.591685057,Encrypted,TLS,TLS 1.3,TLS_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,64544,443,64,1,0.08734793992692835,Normal
1700000024.774843,1291,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.20,172.217.0.0,TLS,16696,443,64,PA,True,2023-11-14 22:13:44.774842978,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,16696,443,64,1,0.16896330448603403,Normal
1700000013.258464,438,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.11,1.1.1.1,HTTP,58431,80,64,PA,True,2023-11-14 22:13:33.258464097,Unencrypted,HTTP,,,,,2,1,1,58431,80,64,1,0.11093667842925392,Normal
1700000026.083463,242,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.11,8.8.8.8,TLS,51496,443,64,PA,True,2023-11-14 22:13:46.083462954,Encrypted,TLS,TLS 1.3,TLS_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,51496,443,64,1,0.15662980647893954,Normal
1700000022.735823,72,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.11,1.1.1.1,DNS,36485,53,64,,True,2023-11-14 22:13:42.735822916,Unencrypted,DNS,,,,,0,1,0,36485,53,64,1,0.06860016652796264,Normal
1700000024.849396,536,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,10.0.0.5,8.8.8.8,SSH,5120,22,64,PA,True,2023-11-14 22:13:44.849395990,Encrypted,SSH,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,ECDHE,STRONG,4,0,1,5120,22,64,1,0.061809432241394235,Normal
1700000004.752907,979,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.30,151.101.1.140,HTTP,49412,80,64,PA,True,2023-11-14 22:13:24.752907038,Unencrypted,HTTP,,,,,2,1,1,49412,80,64,1,0.13780883963457213,Normal
1700000026.56438,1186,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.20,93.184.216.34,TLS,22805,443,64,PA,True,2023-11-14 22:13:46.564379930,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,22805,443,64,1,0.1767998180419479,Normal
1700000017.098405,95,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.11,8.8.8.8,TLS,32828,443,64,PA,True,2023-11-14 22:13:37.098404884,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,32828,443,64,1,0.14655761174124227,Normal
1700000020.492686,862,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.11,1.1.1.1,HTTP,19699,80,64,PA,True,2023-11-14 22:13:40.492686033,Unencrypted,HTTP,,,,,2,1,1,19699,80,64,1,0.12993285155756834,Normal
1700000022.04843,70,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.30,8.8.8.8,DNS,30267,53,64,,True,2023-11-14 22:13:42.048429966,Unencrypted,DNS,,,,,0,1,0,30267,53,64,1,0.11404392075753322,Normal
1700000015.129524,986,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.30,1.1.1.1,FTP,10309,21,64,PA,True,2023-11-14 22:13:35.129523993,Unencrypted,FTP,,,,,1,1,1,10309,21,64,1,0.057560128074576,Normal
1700000032.554038,450,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.20,151.101.1.140,HTTP,62861,80,64,PA,True,2023-11-14 22:13:52.554038048,Unencrypted,HTTP,,,,,2,1,1,62861,80,64,1,0.09785077840167278,Normal
1700000015.952907,1484,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.20,151.101.1.140,SSH,17713,22,64,PA,True,2023-11-14 22:13:35.952907085,Encrypted,SSH,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,ECDHE,STRONG,4,0,1,17713,22,64,1,0.02647704819042318,Normal
1700000023.703624,82,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.11,1.1.1.1,TLS,39932,443,64,PA,True,2023-11-14 22:13:43.703624010,Encrypted,TLS,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,ECDHE,STRONG,5,0,1,39932,443,64,1,0.1391747759960959,Normal
1700000020.532506,510,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.20,1.1.1.1,TLS,48566,443,64,PA,True,2023-11-14 22:13:40.532505989,Encrypted,TLS,SSL 3.0,TLS_RSA_WITH_3DES_EDE_CBC_SHA,RSA,WEAK,5,0,1,48566,443,64,1,0.16235222724649295,Normal
1700000010.927236,490,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,10.0.0.5,172.217.0.0,HTTP,50633,80,64,PA,True,2023-11-14 22:13:30.927236080,Unencrypted,HTTP,,,,,2,1,1,50633,80,64,1,0.12298792318525309,Normal
1700000015.634423,1376,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.30,93.184.216.34,TLS,7497,443,64,PA,True,2023-11-14 22:13:35.634423018,Encrypted,TLS,TLS 1.3,TLS_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,7497,443,64,1,0.13157098966498676,Normal
1700000031.854004,556,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,10.0.0.5,1.1.1.1,FTP,51052,21,64,PA,True,2023-11-14 22:13:51.854003906,Unencrypted,FTP,,,,,1,1,1,51052,21,64,1,0.043250020924874955,Normal
1700000021.271913,1493,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.30,93.184.216.34,TLS,3803,443,64,PA,True,2023-11-14 22:13:41.271913052,Encrypted,TLS,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,ECDHE,STRONG,5,0,1,3803,443,64,1,0.0726954989595926,Normal
1700000020.630833,573,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.11,93.184.216.34,HTTP,32162,80,64,PA,True,2023-11-14 22:13:40.630832911,Unencrypted,HTTP,,,,,2,1,1,32162,80,64,1,0.12337164244026144,Normal
1700000000.776915,1441,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.20,8.8.8.8,HTTP,45416,80,64,PA,True,2023-11-14 22:13:20.776915073,Unencrypted,HTTP,,,,,2,1,1,45416,80,64,1,0.09458362488863836,Normal
1700000036.623193,74,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.30,93.184.216.34,DNS,52991,53,64,,True,2023-11-14 22:13:56.623193026,Unencrypted,DNS,,,,,0,1,0,52991,53,64,1,0.058250624922032035,Normal
1700000014.196839,1057,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.30,151.101.1.140,HTTP,46510,80,64,PA,True,2023-11-14 22:13:34.196839094,Unencrypted,HTTP,,,,,2,1,1,46510,80,64,1,0.13232098185522578,Normal
1700000003.234221,937,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.11,151.101.1.140,ICMP,0,0,64,,True,2023-11-14 22:13:23.234220982,Unencrypted,ICMP,,,,,3,1,0,0,0,64,1,0.04706400120160881,Normal
1700000013.144532,287,aa:bb:cc:dd:ee:05,02:42:b8:84:18:3d,192.168.1.10,151.101.1.140,TLS,35033,443,64,PA,True,2023-11-14 22:13:33.144531965,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,ECDHE,STRONG,5,0,1,35033,443,64,1,0.16753050047809354,Normal
1700000021.35928,210,aa:bb:cc:dd:ee:02,02:42:b8:84:18:3d,192.168.1.10,172.217.0.0,TLS,50547,443,64,PA,True,2023-11-14 22:13:41.359280109,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,50547,443,64,1,0.1561386047930255,Normal
1700000015.105417,733,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.30,1.1.1.1,TLS,20357,443,64,PA,True,2023-11-14 22:13:35.105417013,Encrypted,TLS,TLS 1.2,TLS_RSA_WITH_AES_256_CBC_SHA256,RSA,MODERATE,5,0,1,20357,443,64,1,0.18297955719041753,Normal
1700000026.825101,99,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.30,1.1.1.1,TLS,37491,443,64,PA,True,2023-11-14 22:13:46.825100899,Encrypted,TLS,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,ECDHE,STRONG,5,0,1,37491,443,64,1,0.1484409814047601,Normal
1700000034.877099,178,aa:bb:cc:dd:ee:03,02:42:b8:84:18:3d,192.168.1.11,172.217.0.0,ICMP,0,0,64,,True,2023-11-14 22:13:54.877099037,Unencrypted,ICMP,,,,,3,1,0,0,0,64,-1,-0.004033113876109051,Anomaly
1700000001.512983,1112,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,192.168.1.20,93.184.216.34,HTTP,9157,80,64,PA,True,2023-11-14 22:13:21.512983084,Unencrypted,HTTP,,,,,2,1,1,9157,80,64,1,0.10785684988036293,Normal
1700000031.759451,420,aa:bb:cc:dd:ee:04,02:42:b8:84:18:3d,192.168.1.30,8.8.8.8,ICMP,0,0,64,,True,2023-11-14 22:13:51.759450912,Unencrypted,ICMP,,,,,3,1,0,0,0,64,1,0.023772655167026424,Normal
1700000009.195173,946,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,10.0.0.5,172.217.0.0,TLS,45470,443,64,PA,True,2023-11-14 22:13:29.195173025,Encrypted,TLS,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,ECDHE,STRONG,5,0,1,45470,443,64,1,0.16854673410492305,Normal
1700000008.105403,74,aa:bb:cc:dd:ee:01,02:42:b8:84:18:3d,10.0.0.5,151.101.1.140,DNS,29159,53,64,,True,2023-11-14 22:13:28.105402946,Unencrypted,DNS,,,,,0,1,0,29159,53,64,1,0.08379390031109113,Normal
